,AccelerationX,AccelerationY,AccelerationZ,GyroscopeX,GyroscopeY,GyroscopeZ,Label
232,0.350952148,1.090393066,0.007644653,-0.155682802,-0.468461484,-0.285292715,Moving 
233,0.434234619,1.111419678,0.036437988,-0.369211853,0.359046578,0.090369843,Moving 
234,0.299423218,1.067855835,0.143951416,-0.808933318,1.171052098,0.593780279,Moving 
235,-0.005569458,0.943969727,0.301223755,-1.488957644,1.220577002,0.888130128,Moving 
236,-0.214569092,1.089477539,0.24395752,-2.210036755,1.255992532,0.659168601,Moving 
237,-0.002227783,1.447067261,-0.139816284,-2.631948233,-0.517653286,0.577541351,Moving 
238,0.111846924,1.233535767,-0.302108765,-1.358157039,-0.884438992,0.656454265,Moving 
239,0.193206787,1.106430054,-0.005249023,-0.237952381,0.024161795,0.865914583,Moving 
240,0.332473755,0.888015747,0.071075439,-0.438948065,1.478286147,1.371967673,Moving 
241,0.216339111,0.798339844,-0.064956665,-0.827962935,2.264171124,1.010877609,Moving 
242,-0.054351807,0.826461792,-0.078994751,-0.096302837,1.504765391,0.805525541,Moving 
243,-0.228485107,0.741958618,-0.016708374,0.409063667,0.655694246,0.56763202,Moving 
244,-0.188537598,0.63583374,-0.015914917,0.877058327,0.025951706,0.046360042,Moving 
245,-0.196990967,0.696685791,0.009490967,1.289783597,0.12677899,-0.536114812,Moving 
246,-0.112960815,1.054611206,0.225143433,1.413110018,0.294402331,-1.140242219,Moving 
247,0.835067749,1.447692871,1.174072266,-0.376532882,1.778032064,-0.194709301,Moving 
248,0.893508911,1.071380615,0.685379028,0.529673457,0.763197243,0.438267887,Moving 
249,0.234542847,0.877807617,0.285812378,0.140125945,-0.241278395,0.624557614,Moving 
250,-0.358596802,1.081039429,-0.054870605,0.243857935,-1.02942121,0.064010143,Moving 
251,-0.146759033,1.264633179,-0.049560547,0.690829337,0.120509639,-0.456942767,Moving 
252,0.50112915,1.051681519,0.160400391,0.31014508,0.798771501,0.002339054,Moving 
253,0.035125732,0.567718506,-0.306182861,-0.009158345,0.680812359,-0.425478071,Moving 
254,-0.007781982,0.788726807,-0.386932373,0.361065775,-0.024325846,-0.498310715,Moving 
255,0.061553955,1.232116699,-0.483398438,0.752535045,0.39943555,-0.502777398,Moving 
256,0.1534729,0.957992554,-0.315490723,1.211743832,0.77973628,-0.21576798,Moving 
257,0.148330688,0.880233765,-0.107452393,1.245122552,-0.853393734,-0.10075324,Moving 
258,0.096862793,1.023345947,0.167755127,0.887551427,-3.467331648,-0.254959583,Moving 
259,0.261611938,1.046569824,0.181411743,-0.009077384,-1.797144532,-0.373426586,Moving 
260,0.378372192,0.954498291,0.046264648,0.085375614,0.786055446,-0.214918703,Moving 
261,0.192504883,0.964904785,-0.138320923,0.30595991,2.186966896,-0.14157258,Moving 
262,0.118881226,0.978485107,-0.218734741,0.767592549,0.795006037,-0.217515007,Moving 
263,0.070144653,1.04145813,-0.209823608,0.76605618,-1.595706224,-0.238424823,Moving 
264,-0.09072876,1.159347534,-0.000396729,1.149400115,-2.173363686,-0.368235826,Moving 
265,0.215423584,1.035369873,0.300216675,-0.412341744,0.058647599,-0.900051773,Moving 
266,0.392974854,0.964996338,-0.110061646,-1.01181376,0.775654197,-0.508808613,Moving 
267,0.511062622,1.274383545,-0.224624634,-0.405717403,0.980208099,-0.200452939,Moving 
268,0.644546509,1.209655762,0.06288147,-0.634477913,-0.312985331,0.444660276,Moving 
269,0.136703491,0.799072266,0.455657959,-1.663410425,0.592298985,1.593592405,Moving 
270,-0.427886963,1.21043396,0.231399536,-2.932307005,1.900311947,0.967082202,Moving 
271,-0.216262817,1.575714111,-0.390655518,-2.58949542,-1.247514963,0.504576862,Moving 
272,0.156021118,1.104156494,-0.22328186,-1.03764987,0.367087185,0.590186059,Moving 
273,0.263809204,0.94732666,0.019180298,-0.299861014,1.391505122,0.810665727,Moving 
274,0.387268066,0.815475464,-0.059997559,-0.066920444,1.730433106,1.575289369,Moving 
275,0.267730713,0.846008301,-0.18649292,-0.252370209,2.457947016,1.602741718,Moving 
276,-0.0703125,0.844848633,-0.247772217,0.188009322,1.789532661,0.865357161,Moving 
277,-0.303695679,0.729919434,-0.143371582,0.810419858,1.342558622,0.638381302,Moving 
278,-0.382827759,0.667572021,-0.095809937,1.393609524,0.211499199,0.237230122,Moving 
279,-0.387649536,0.813751221,-0.053070068,1.673767209,-1.063735008,-0.754998446,Moving 
280,0.105941772,1.479110718,1.047897339,-0.488172352,1.06699872,-0.802124381,Moving 
281,1.427139282,1.446502686,1.029464722,-0.457087934,2.150537968,1.041058183,Moving 
282,0.324859619,0.753311157,0.313186646,0.466682494,-0.987143815,0.462996423,Moving 
283,-0.155136108,0.571640015,0.070526123,-0.11418356,-1.503101707,0.339828938,Moving 
284,-0.10774231,0.856399536,-0.500534058,0.933472574,-0.817872763,-0.735387981,Moving 
285,-0.055450439,2.019454956,0.399871826,0.795740008,2.769026756,-1.534919858,Moving 
286,0.185684204,1.014175415,-0.323013306,0.275203884,0.767994404,0.710698605,Moving 
287,-0.18963623,0.265670776,-0.402954102,0.550719082,-1.344480634,-0.241884798,Moving 
288,-0.231704712,0.744613647,-0.52885437,0.298527032,-2.929489374,-0.230578348,Moving 
289,-0.14680481,1.296340942,-0.613052368,1.028379917,-0.676009357,-0.30259636,Moving 
290,0.016693115,0.967895508,-0.206588745,1.16284287,0.880232811,-0.499608755,Moving 
291,0.165664673,0.988174438,-0.015335083,1.16647625,-1.277558804,-0.750180006,Moving 
292,0.520172119,1.016860962,0.174057007,0.467235625,-4.526360989,-0.073957846,Moving 
293,0.404129028,0.953994751,0.003189087,-0.753153145,-0.545062244,-0.006360694,Moving 
294,0.346817017,0.959960938,-0.187850952,0.586114347,0.966226816,-0.168471038,Moving 
295,0.143692017,0.941467285,-0.090270996,0.567643464,1.23651576,-0.172970444,Moving 
296,0.057922363,0.951080322,-0.127197266,0.582874358,-0.297118217,-0.040680852,Moving 
297,-0.047866821,0.959945679,-0.194534302,0.766148806,-2.737686872,-0.22777164,Moving 
298,-0.072036743,1.152328491,0.055847168,0.651432872,-1.857112765,-0.595283091,Moving 
299,0.313171387,1.024963379,0.104537964,-0.61261332,-0.218204767,-0.73923707,Moving 
300,0.40057373,1.04335022,-0.124847412,-0.626264453,0.129167035,-0.650134325,Moving 
301,0.520385742,1.036300659,-0.090515137,-0.175029337,0.018143849,-0.203491345,Moving 
